brand,model,year,fuel,transmission,km_driven,owner_count,engine_cc,price
Audi,A6,2021,Hybrid,Automatic,58627,1,1000,34590.8
BMW,3 Series,2006,Electric,Manual,16789,2,4000,18252.19
Bugatti,Chiron,2005,Hybrid,Automatic,20410,1,3000,1044957.23
BMW,3 Series,2013,Diesel,Manual,11484,3,1500,24329.46
Tesla,Model X,2006,Hybrid,Manual,12364,0,2000,29012.83
BMW,5 Series,2007,Petrol,Manual,25200,3,3000,15440.56
Mercedes,C Class,2010,Diesel,Manual,41837,2,2000,17793.6
BMW,3 Series,2018,Hybrid,Manual,1794,0,3000,36061.3
Bugatti,Chiron,2012,Diesel,Automatic,36853,1,2000,1297456.01
Mercedes,GLE,2019,Hybrid,Manual,18597,0,3000,33737.81
Mercedes,GLE,2019,Electric,Manual,24377,3,3000,36099.25
Audi,A4,2022,Petrol,Automatic,41232,0,4000,41200.88
Porsche,911,2010,Petrol,Manual,51701,0,1500,50506.72
Porsche,Cayenne,2007,Electric,Automatic,46749,3,3000,28240.44
Tesla,Model S,2010,Hybrid,Manual,36512,3,1500,26453.69
Tesla,Model Y,2010,Hybrid,Manual,6922,0,3000,37208.87
Porsche,911,2016,Electric,Automatic,16713,0,4000,56318.55
Audi,A6,2018,Diesel,Automatic,24684,1,1000,27448.87
Tesla,Model Y,2009,Diesel,Manual,24006,0,2000,37551.56
Tesla,Model 3,2014,Electric,Automatic,87187,3,4000,32095.78
BMW,3 Series,2011,Electric,Manual,18107,3,4000,15418.8
Bugatti,Chiron,2010,Electric,Manual,5758,2,2000,1413132.64
BMW,5 Series,2010,Electric,Manual,35382,1,1500,22790.83
BMW,3 Series,2007,Diesel,Automatic,30730,3,3000,13084.15
Bugatti,Chiron,2016,Diesel,Automatic,27248,2,4000,1753411.57
Audi,A4,2017,Hybrid,Manual,1918,2,4000,26112.01
Audi,A4,2017,Hybrid,Automatic,74728,2,1000,23506.39
Mercedes,C Class,2008,Petrol,Manual,69450,2,1000,13491.91
Bugatti,Chiron,2006,Electric,Manual,28886,1,2000,876780.03
Mercedes,C Class,2013,Diesel,Automatic,26779,1,1500,21849.35
Tesla,Model X,2012,Diesel,Manual,1000,1,4000,41330.41
Mercedes,E Class,2015,Electric,Manual,53625,1,4000,22708.37
Tesla,Model Y,2008,Hybrid,Manual,13278,0,1500,29335.46
Bugatti,Chiron,2011,Electric,Automatic,77565,1,3000,1156700.91
Mercedes,C Class,2020,Hybrid,Automatic,12496,2,3000,35578.95
BMW,3 Series,2018,Diesel,Manual,11778,3,1000,24115.22
Mercedes,E Class,2021,Diesel,Manual,3016,0,4000,42289.17
Tesla,Model Y,2006,Electric,Manual,1000,1,1000,26187.42
Mercedes,E Class,2012,Diesel,Automatic,49740,2,2000,18698.14
Audi,A6,2015,Hybrid,Automatic,27787,3,2000,21310.92
Mercedes,E Class,2020,Diesel,Automatic,13738,3,4000,33013.38
Bugatti,Chiron,2013,Petrol,Manual,71084,2,1500,1495055.3
Bugatti,Chiron,2018,Petrol,Manual,16001,2,3000,2005778.8
Mercedes,C Class,2015,Petrol,Manual,23049,1,1000,26721.62
Bugatti,Chiron,2016,Petrol,Manual,36504,0,1500,1623768.68
Bugatti,Chiron,2007,Electric,Manual,34912,1,2000,1351716.4
Audi,A4,2014,Electric,Automatic,13155,1,3000,24235.81
Porsche,Panamera,2022,Hybrid,Automatic,6647,2,3000,76913.59
Tesla,Model S,2018,Petrol,Manual,51896,2,3000,50238.29
Bugatti,Chiron,2014,Diesel,Manual,21959,1,2000,1405504.94
Tesla,Model Y,2010,Electric,Manual,38820,3,1000,25671.14
Audi,A6,2011,Hybrid,Automatic,14504,0,1500,24425.68
Mercedes,C Class,2019,Petrol,Manual,1080,0,4000,38995.98
Porsche,Cayenne,2020,Petrol,Manual,37969,2,1500,71861.1
BMW,3 Series,2017,Electric,Automatic,16590,2,4000,30388.14
Audi,Q7,2018,Diesel,Automatic,25497,0,1000,31843.76
Audi,A6,2011,Hybrid,Automatic,25149,2,2000,20838.2
Bugatti,Chiron,2021,Diesel,Manual,11065,0,2000,2433788.38
Tesla,Model Y,2017,Hybrid,Manual,69259,0,1000,50301.29
Audi,Q7,2015,Electric,Manual,55273,0,4000,28676.92
BMW,3 Series,2020,Diesel,Manual,17681,2,1500,34896.45
BMW,X5,2005,Hybrid,Manual,12889,0,1500,16678.8
Porsche,Cayenne,2016,Hybrid,Automatic,8984,3,1000,55276.45
Bugatti,Chiron,2014,Electric,Manual,5629,0,1500,1565392.37
Tesla,Model Y,2009,Diesel,Automatic,50912,2,3000,30094.07
Tesla,Model S,2019,Petrol,Automatic,12961,2,2000,54324.67
Tesla,Model 3,2012,Petrol,Automatic,6793,0,1000,41613.01
Audi,A6,2008,Petrol,Manual,2179,2,1500,14716.22
Audi,Q7,2010,Petrol,Manual,53141,2,1000,14298.58
Mercedes,C Class,2019,Electric,Automatic,11523,2,1000,30683.48
BMW,5 Series,2012,Electric,Automatic,13276,3,2000,19876.3
BMW,5 Series,2017,Hybrid,Manual,3226,2,3000,26323.16
Bugatti,Chiron,2006,Petrol,Manual,23337,3,3000,1077065.32
Bugatti,Chiron,2020,Electric,Automatic,8586,1,4000,2118234.35
Tesla,Model X,2016,Diesel,Manual,183357,1,4000,41278.32
Audi,A6,2012,Diesel,Manual,28977,3,4000,18230.65
Bugatti,Chiron,2020,Diesel,Automatic,4697,3,4000,2167078.15
Tesla,Model X,2010,Petrol,Automatic,17703,0,3000,36171.52
Bugatti,Chiron,2011,Petrol,Automatic,25093,0,3000,1471548.94
Audi,A4,2019,Hybrid,Automatic,19744,3,2000,27096.76
Porsche,911,2016,Petrol,Manual,14458,3,1000,56049.33
Mercedes,C Class,2010,Diesel,Manual,31986,2,2000,17827.12
Porsche,911,2007,Petrol,Manual,131686,0,1000,36510.73
Porsche,Cayenne,2021,Petrol,Automatic,1000,0,4000,82552.46
Audi,A4,2009,Hybrid,Automatic,2470,2,2000,14185.67
Bugatti,Chiron,2017,Electric,Automatic,72898,3,3000,1931726.21
Porsche,Panamera,2012,Electric,Manual,36930,2,1000,39413.26
Porsche,Panamera,2011,Hybrid,Manual,39628,3,3000,42425.57
Mercedes,GLE,2011,Diesel,Automatic,3443,3,1000,13778.73
BMW,3 Series,2019,Petrol,Automatic,42724,1,3000,33220.12
Audi,A4,2016,Petrol,Automatic,20712,0,4000,29818.11
Porsche,Panamera,2022,Petrol,Automatic,14785,1,2000,86666.65
Porsche,911,2006,Diesel,Manual,81453,3,4000,38311.92
Porsche,Panamera,2020,Diesel,Manual,1000,3,2000,72371.82
Porsche,Cayenne,2009,Electric,Automatic,27210,1,2000,39874.18
Bugatti,Chiron,2006,Diesel,Manual,58571,1,1500,1039224.81
Tesla,Model S,2006,Diesel,Manual,27995,0,1500,31760.4
Audi,Q7,2014,Diesel,Manual,18082,2,3000,20675.0
Tesla,Model S,2018,Electric,Automatic,15003,2,1000,48179.26
Porsche,Cayenne,2018,Petrol,Automatic,77932,3,4000,63103.77
Audi,A6,2009,Electric,Automatic,1000,1,4000,18817.9
Bugatti,Chiron,2016,Diesel,Automatic,61029,3,1000,1778186.65
Audi,Q7,2009,Hybrid,Manual,87978,1,1500,15415.76
Tesla,Model 3,2015,Diesel,Automatic,1306,1,3000,42702.96
Porsche,Cayenne,2022,Hybrid,Manual,18746,1,1500,74374.62
Mercedes,E Class,2011,Diesel,Manual,13727,1,1000,23589.29
BMW,5 Series,2021,Electric,Manual,23502,0,1500,42851.18
Audi,Q7,2011,Hybrid,Automatic,15937,1,2000,20946.22
Porsche,Panamera,2015,Diesel,Automatic,4928,1,1000,55589.05
Porsche,Cayenne,2007,Diesel,Manual,1000,1,4000,35810.53
Tesla,Model 3,2021,Petrol,Automatic,18998,1,4000,63586.24
Mercedes,GLE,2011,Hybrid,Manual,100291,3,4000,23355.88
Audi,Q7,2005,Hybrid,Automatic,25965,3,3000,8366.49
Tesla,Model Y,2007,Electric,Automatic,2442,1,2000,30413.19
Tesla,Model Y,2022,Petrol,Automatic,8486,2,1500,63640.79
Mercedes,E Class,2006,Diesel,Automatic,106586,2,1000,14245.3
Porsche,Panamera,2019,Electric,Manual,44027,1,2000,65434.51
Bugatti,Chiron,2013,Electric,Automatic,13106,3,4000,1601324.56
BMW,X5,2018,Electric,Automatic,69745,2,2000,32502.78
Porsche,Panamera,2015,Diesel,Automatic,161194,0,1000,56029.39
Bugatti,Chiron,2022,Hybrid,Automatic,35159,0,3000,2160353.04
Mercedes,C Class,2008,Diesel,Manual,1344,3,3000,11915.84
Audi,A6,2010,Diesel,Automatic,32393,0,4000,20175.48
Audi,A4,2010,Hybrid,Manual,1684,0,1000,18044.56
Audi,Q7,2006,Electric,Manual,26555,2,4000,13947.34
Porsche,Cayenne,2010,Diesel,Manual,1573,3,2000,36767.64
BMW,3 Series,2011,Electric,Manual,65010,2,3000,19607.87
Audi,Q7,2019,Hybrid,Manual,6887,2,4000,29116.33
BMW,3 Series,2011,Diesel,Automatic,39970,2,2000,21599.24
Bugatti,Chiron,2021,Petrol,Automatic,7259,2,2000,2475697.02
Audi,A6,2019,Diesel,Automatic,52851,2,3000,25852.2
Bugatti,Chiron,2018,Hybrid,Manual,28157,2,3000,1964739.7
BMW,5 Series,2021,Petrol,Automatic,27286,0,3000,39074.09
Audi,A6,2014,Petrol,Automatic,11936,2,2000,19803.14
Tesla,Model S,2007,Electric,Automatic,11085,2,3000,27917.69
Audi,Q7,2020,Electric,Automatic,60162,2,2000,25801.9
Porsche,911,2022,Petrol,Automatic,1000,2,1500,86771.34
Audi,A4,2017,Hybrid,Manual,27938,1,3000,28089.89
BMW,X5,2018,Petrol,Automatic,15594,1,1500,29827.15
Bugatti,Chiron,2021,Petrol,Manual,5864,1,4000,2350776.07
Mercedes,C Class,2016,Petrol,Automatic,63243,0,4000,29452.27
Mercedes,C Class,2007,Diesel,Automatic,4532,1,3000,17232.36
Bugatti,Chiron,2019,Electric,Manual,26790,2,2000,1841947.34
BMW,3 Series,2008,Hybrid,Automatic,1112,3,1500,16135.53
BMW,X5,2022,Petrol,Automatic,1593,2,4000,35556.66
Porsche,Cayenne,2010,Diesel,Manual,36304,3,1500,37652.43
BMW,5 Series,2021,Electric,Automatic,9180,1,3000,36554.06
Mercedes,E Class,2016,Hybrid,Manual,51935,2,1500,22188.44
BMW,5 Series,2016,Petrol,Manual,4986,2,1500,28360.71
Tesla,Model Y,2021,Petrol,Automatic,12998,0,1000,60978.9
Tesla,Model 3,2006,Petrol,Automatic,1877,1,1000,25585.64
Porsche,911,2017,Petrol,Automatic,39031,3,3000,52231.13
Porsche,911,2008,Electric,Automatic,5939,1,4000,42413.72
BMW,5 Series,2019,Electric,Automatic,77243,2,2000,28783.13
Bugatti,Chiron,2010,Diesel,Automatic,96162,3,4000,1381191.67
Porsche,911,2005,Hybrid,Automatic,2505,0,1500,38357.97
Audi,A6,2022,Electric,Automatic,6539,0,2000,39503.07
Audi,A4,2017,Diesel,Automatic,58418,0,1500,28237.32
Bugatti,Chiron,2017,Diesel,Manual,11478,1,2000,1896034.35
Audi,A6,2014,Diesel,Automatic,6183,3,1500,19724.65
Mercedes,E Class,2006,Hybrid,Automatic,74791,0,1000,17954.53
Audi,A6,2011,Electric,Automatic,81901,2,1500,14391.75
Tesla,Model 3,2022,Hybrid,Manual,15837,1,4000,61137.73
Tesla,Model S,2005,Petrol,Manual,10623,1,1500,26948.66
Porsche,Cayenne,2012,Diesel,Automatic,45070,0,2000,50150.44
BMW,3 Series,2016,Petrol,Automatic,23867,0,1500,35566.1
Mercedes,C Class,2011,Hybrid,Automatic,12986,2,4000,18918.52
Audi,A6,2006,Diesel,Automatic,5343,3,4000,9017.8
Audi,A6,2015,Petrol,Automatic,48174,2,1500,19284.13
Audi,A6,2010,Electric,Automatic,6972,0,4000,18925.55
Bugatti,Chiron,2015,Hybrid,Automatic,24335,0,3000,1705677.98
Bugatti,Chiron,2014,Electric,Automatic,17601,2,2000,1657642.83
Audi,A6,2015,Diesel,Manual,63593,0,1000,24915.83
Audi,Q7,2006,Electric,Automatic,124337,1,4000,13289.99
BMW,X5,2016,Electric,Manual,15949,1,2000,31420.34
Porsche,Panamera,2018,Diesel,Automatic,4151,3,2000,54375.55
Audi,A6,2014,Electric,Manual,66274,1,1000,25456.63
Porsche,Panamera,2015,Hybrid,Manual,26926,2,2000,58821.41
Tesla,Model S,2021,Diesel,Manual,8496,2,4000,56354.24
BMW,X5,2019,Diesel,Manual,3466,2,1000,34270.05
Tesla,Model X,2017,Diesel,Automatic,76125,2,1000,41154.28
Porsche,Panamera,2018,Diesel,Automatic,1327,3,4000,65395.51
Audi,A4,2017,Hybrid,Automatic,1000,1,1000,28169.36
Tesla,Model S,2018,Diesel,Manual,48102,1,1500,51232.06
Tesla,Model 3,2010,Diesel,Manual,3917,0,1500,38844.79
Audi,A6,2013,Hybrid,Manual,58387,2,3000,20039.82
Bugatti,Chiron,2019,Petrol,Manual,141418,0,1000,2045293.58
Tesla,Model S,2016,Petrol,Automatic,38182,3,3000,41444.94
Porsche,911,2021,Electric,Automatic,3455,1,2000,77779.69
Audi,Q7,2017,Hybrid,Automatic,41054,1,4000,27382.78
Tesla,Model X,2009,Petrol,Manual,61615,2,2000,32001.68
Audi,Q7,2009,Diesel,Automatic,17194,0,1000,18087.78
Tesla,Model S,2014,Electric,Automatic,11418,2,4000,45125.48
BMW,X5,2013,Diesel,Manual,82276,3,3000,20717.51
BMW,3 Series,2012,Petrol,Automatic,65078,3,2000,21260.32
BMW,5 Series,2007,Electric,Manual,26185,0,1500,18086.39
BMW,5 Series,2016,Diesel,Automatic,7251,3,4000,19097.61
Tesla,Model X,2014,Electric,Automatic,7211,3,2000,39778.51
Audi,A6,2006,Diesel,Manual,36577,1,1500,17885.44
Bugatti,Chiron,2007,Petrol,Manual,73708,2,2000,1060198.95
Mercedes,GLE,2019,Petrol,Automatic,26539,1,2000,33270.98
Mercedes,GLE,2019,Diesel,Manual,32309,2,1500,33443.4
Audi,A4,2022,Petrol,Manual,59606,0,1500,41594.03
Bugatti,Chiron,2006,Electric,Manual,16301,0,1500,1081563.17
Mercedes,E Class,2022,Diesel,Manual,32885,2,1000,39879.41
Porsche,911,2009,Petrol,Automatic,14406,2,2000,46946.5
Bugatti,Chiron,2008,Petrol,Manual,22786,2,1500,1235755.75
Tesla,Model Y,2011,Diesel,Manual,94095,1,4000,40095.4
Bugatti,Chiron,2019,Diesel,Manual,54275,3,1500,1977608.09
BMW,5 Series,2019,Electric,Automatic,38891,2,4000,34027.66
Tesla,Model Y,2021,Diesel,Manual,18328,3,1000,55425.38
Audi,A6,2013,Hybrid,Manual,24319,1,1000,23070.16
Bugatti,Chiron,2021,Petrol,Manual,35594,1,2000,2261184.82
Mercedes,GLE,2005,Diesel,Automatic,59568,0,3000,16447.55
BMW,X5,2007,Diesel,Automatic,4592,1,1000,18777.6
Audi,A6,2017,Diesel,Automatic,55923,1,1500,26092.44
Mercedes,E Class,2019,Petrol,Automatic,19052,0,4000,37987.46
Bugatti,Chiron,2021,Diesel,Manual,15265,2,4000,2303655.9
Tesla,Model 3,2005,Petrol,Manual,21092,3,4000,21207.73
Tesla,Model Y,2019,Electric,Automatic,14578,0,1000,58966.05
Bugatti,Chiron,2005,Hybrid,Automatic,32641,1,4000,1154410.01
Mercedes,GLE,2009,Petrol,Automatic,24410,0,2000,26012.47
BMW,X5,2018,Electric,Automatic,4491,1,4000,32724.91
Audi,A4,2009,Electric,Automatic,19660,0,2000,20972.21
Audi,A4,2009,Hybrid,Automatic,1000,2,2000,14877.13
Mercedes,GLE,2005,Electric,Manual,81358,1,3000,11589.15
Tesla,Model 3,2007,Diesel,Manual,10142,3,2000,25613.89
Tesla,Model X,2012,Electric,Automatic,63174,3,4000,30854.34
Audi,Q7,2014,Electric,Automatic,38406,3,1000,16524.41
Bugatti,Chiron,2020,Petrol,Automatic,1217,0,1000,2164858.41
Bugatti,Chiron,2022,Diesel,Manual,18437,0,2000,2369084.15
BMW,X5,2009,Electric,Automatic,42695,3,2000,14123.65
Audi,A6,2013,Electric,Manual,51275,1,1500,21677.56
Tesla,Model 3,2022,Hybrid,Automatic,25007,1,3000,62645.21
Porsche,911,2010,Hybrid,Automatic,100323,1,1500,35741.03
Tesla,Model 3,2015,Electric,Automatic,66398,3,1000,39988.38
Tesla,Model S,2013,Electric,Manual,4969,0,2000,44133.59
Bugatti,Chiron,2018,Electric,Manual,27375,3,3000,1823598.0
Mercedes,E Class,2009,Petrol,Automatic,16216,1,1000,21092.45
BMW,3 Series,2022,Diesel,Manual,3323,3,1000,35098.52
Bugatti,Chiron,2022,Petrol,Manual,11792,2,4000,2397419.22
Audi,Q7,2022,Diesel,Manual,88172,2,4000,31748.35
Mercedes,GLE,2010,Electric,Manual,34375,2,1500,21502.28
Mercedes,C Class,2015,Petrol,Automatic,15591,3,1500,20754.71
Tesla,Model Y,2009,Hybrid,Manual,3781,0,1500,36614.86
Porsche,911,2012,Petrol,Manual,21025,3,2000,47739.81
Tesla,Model S,2009,Petrol,Automatic,40444,2,4000,32095.43
BMW,3 Series,2008,Electric,Automatic,77650,1,2000,18226.49
BMW,5 Series,2021,Petrol,Automatic,17218,0,1000,40206.42
Mercedes,GLE,2017,Hybrid,Manual,41219,3,1000,30503.85
Audi,A4,2018,Hybrid,Automatic,41437,3,1500,22289.55
Bugatti,Chiron,2015,Diesel,Manual,31639,2,4000,1581467.33
Porsche,Cayenne,2008,Electric,Manual,2484,0,1000,45272.94
Porsche,Cayenne,2016,Petrol,Manual,148364,0,3000,54122.31
Porsche,Panamera,2012,Hybrid,Automatic,54110,3,3000,45613.92
Mercedes,E Class,2011,Electric,Manual,48115,3,4000,17560.07
Bugatti,Chiron,2022,Hybrid,Manual,73254,1,2000,2390791.31
Porsche,Cayenne,2017,Diesel,Automatic,9315,1,1000,63017.34
Porsche,911,2011,Diesel,Manual,1000,3,2000,45317.18
Mercedes,E Class,2022,Diesel,Automatic,38146,3,1500,35578.12
Porsche,Cayenne,2016,Diesel,Manual,24253,3,1000,59232.58
Audi,Q7,2015,Electric,Manual,11216,0,4000,23989.08
Porsche,Cayenne,2016,Diesel,Manual,3442,2,4000,61852.57
Mercedes,C Class,2018,Hybrid,Manual,15904,0,1000,33760.13
BMW,X5,2017,Electric,Manual,12434,1,1000,27207.06
Bugatti,Chiron,2013,Diesel,Manual,13227,0,2000,1363556.96
Mercedes,C Class,2017,Diesel,Manual,10023,0,4000,35906.98
Bugatti,Chiron,2015,Electric,Manual,37873,3,2000,1663692.51
Mercedes,GLE,2021,Diesel,Automatic,8798,2,4000,37214.16
Bugatti,Chiron,2017,Electric,Manual,39152,2,4000,1798593.54
Porsche,Panamera,2005,Petrol,Automatic,96513,1,4000,18800.22
Tesla,Model X,2021,Electric,Manual,14428,1,2000,62203.57
Bugatti,Chiron,2011,Petrol,Manual,4560,1,1000,1388002.84
Bugatti,Chiron,2005,Diesel,Manual,6315,3,1500,932745.53
Mercedes,E Class,2019,Electric,Manual,25600,3,1000,31955.6
Porsche,911,2011,Electric,Manual,32827,3,4000,49964.32
Porsche,911,2005,Petrol,Manual,43831,2,1000,35097.3
Audi,Q7,2015,Diesel,Automatic,40241,2,1500,17823.57
Mercedes,GLE,2013,Petrol,Manual,11333,0,2000,26487.28
Mercedes,E Class,2009,Hybrid,Manual,29865,0,3000,21085.59
Porsche,Cayenne,2021,Hybrid,Manual,15870,2,3000,79157.08
BMW,3 Series,2010,Petrol,Automatic,12365,2,2000,19334.3
Porsche,Cayenne,2019,Petrol,Automatic,6945,3,4000,63821.24
Bugatti,Chiron,2005,Petrol,Manual,47488,2,1500,896992.17
BMW,5 Series,2009,Diesel,Automatic,24427,3,4000,15630.35
Bugatti,Chiron,2020,Petrol,Manual,54591,3,2000,2281304.95
Bugatti,Chiron,2014,Electric,Manual,37847,3,1500,1539626.74
Tesla,Model S,2014,Diesel,Manual,1183,2,3000,39031.41
Mercedes,C Class,2009,Hybrid,Manual,19226,3,4000,16687.05
BMW,3 Series,2016,Petrol,Manual,44939,1,1500,29528.91
BMW,3 Series,2008,Diesel,Manual,59084,3,3000,13559.78
Audi,A6,2018,Diesel,Manual,39550,3,4000,28888.22
BMW,5 Series,2018,Petrol,Automatic,18125,2,2000,31375.06
Bugatti,Chiron,2021,Diesel,Manual,2184,3,3000,2282852.21
Porsche,Cayenne,2013,Electric,Automatic,21796,2,4000,47992.77
Bugatti,Chiron,2006,Diesel,Automatic,5185,1,2000,1149872.01
Mercedes,E Class,2010,Petrol,Automatic,16113,1,2000,21358.65
Audi,Q7,2012,Hybrid,Manual,46567,1,4000,16450.78
Tesla,Model X,2006,Hybrid,Automatic,6274,2,1000,23655.52
Porsche,Cayenne,2007,Petrol,Automatic,22538,0,1500,33745.17
Porsche,Cayenne,2006,Diesel,Automatic,9339,1,1000,38849.51
Tesla,Model S,2019,Petrol,Manual,1000,1,1500,53384.86
Bugatti,Chiron,2006,Petrol,Automatic,16416,2,1000,984548.07
BMW,3 Series,2005,Hybrid,Manual,3873,3,4000,13121.37
Audi,Q7,2021,Petrol,Automatic,38517,1,2000,33316.8
Porsche,911,2008,Petrol,Manual,20570,1,2000,42431.09
Bugatti,Chiron,2005,Electric,Manual,8180,1,1500,957551.52
Porsche,911,2016,Electric,Manual,130940,3,4000,51808.79
Bugatti,Chiron,2008,Diesel,Manual,53293,2,1500,1153318.79
Bugatti,Chiron,2020,Diesel,Automatic,64897,1,3000,2173829.7
BMW,X5,2011,Electric,Automatic,16430,0,1000,24130.35
Mercedes,E Class,2017,Electric,Manual,28971,1,4000,29991.22
BMW,3 Series,2008,Hybrid,Manual,22744,1,1000,20742.57
Tesla,Model Y,2012,Diesel,Automatic,71748,1,1000,37858.61
Tesla,Model X,2020,Hybrid,Manual,87508,3,1000,50298.54
Audi,A4,2006,Electric,Manual,9945,2,1500,9980.46
Bugatti,Chiron,2009,Petrol,Manual,7722,2,3000,1318087.32
BMW,X5,2018,Diesel,Automatic,9259,1,4000,29507.6
BMW,5 Series,2018,Electric,Manual,3453,0,3000,34120.04
Porsche,Cayenne,2012,Petrol,Automatic,36663,0,1500,53521.32
Audi,Q7,2005,Hybrid,Automatic,26004,1,1500,14859.18
Tesla,Model X,2010,Petrol,Automatic,4956,0,1000,37930.26
Mercedes,C Class,2022,Petrol,Automatic,11252,0,1000,44448.62
Tesla,Model Y,2011,Diesel,Automatic,24959,1,1500,38224.34
Mercedes,GLE,2008,Hybrid,Automatic,1509,3,1500,14823.39
Bugatti,Chiron,2013,Diesel,Automatic,6065,1,4000,1384605.56
Tesla,Model Y,2010,Diesel,Automatic,10942,2,4000,30666.15
Tesla,Model S,2014,Hybrid,Manual,29088,1,3000,43949.14
Tesla,Model S,2022,Electric,Manual,17873,1,3000,61750.5
Porsche,Cayenne,2018,Diesel,Manual,13191,1,3000,66652.91
Mercedes,GLE,2012,Electric,Manual,3796,1,3000,22958.05
Audi,A6,2008,Diesel,Manual,43205,2,2000,11880.86
Bugatti,Chiron,2006,Diesel,Automatic,15397,0,3000,1033042.55
Mercedes,E Class,2010,Electric,Automatic,1836,1,1500,23966.81
Tesla,Model 3,2005,Hybrid,Manual,156709,3,1000,21710.65
Audi,Q7,2020,Electric,Automatic,1108,3,2000,28361.47
Porsche,911,2006,Diesel,Automatic,5239,1,1000,34089.87
BMW,X5,2022,Diesel,Manual,70456,3,3000,34632.67
Audi,A6,2017,Electric,Automatic,3154,1,1500,28382.12
Mercedes,GLE,2009,Diesel,Manual,56558,3,1000,11889.12
Audi,A6,2008,Electric,Automatic,31468,3,3000,12914.71
Porsche,911,2007,Hybrid,Automatic,2596,2,1500,34095.09
BMW,X5,2011,Electric,Manual,9984,2,4000,21988.18
Porsche,Cayenne,2022,Diesel,Manual,19609,3,1500,82793.02
Mercedes,C Class,2021,Petrol,Automatic,75566,2,1500,36328.61
Bugatti,Chiron,2008,Diesel,Automatic,20306,2,4000,1161290.2
Audi,A6,2008,Hybrid,Manual,14782,0,1500,17263.18
Bugatti,Chiron,2018,Petrol,Automatic,11215,0,2000,2027813.51
BMW,X5,2007,Diesel,Automatic,3258,0,4000,23447.27
Tesla,Model Y,2009,Diesel,Automatic,21683,3,1000,24442.57
Bugatti,Chiron,2020,Petrol,Automatic,21613,2,1500,2207112.85
Audi,A6,2022,Hybrid,Automatic,26159,3,1500,30894.18
Porsche,911,2007,Electric,Automatic,3824,0,1000,36800.41
Audi,A4,2008,Electric,Automatic,86376,3,1000,11551.91
Bugatti,Chiron,2017,Petrol,Manual,3023,1,4000,1843396.38
Bugatti,Chiron,2014,Hybrid,Manual,41218,0,1000,1590197.61
Porsche,Panamera,2021,Electric,Automatic,15201,3,4000,72389.53
Tesla,Model Y,2007,Hybrid,Automatic,20368,0,1500,32542.02
Bugatti,Chiron,2019,Diesel,Manual,34230,1,3000,2197241.08
Mercedes,C Class,2009,Electric,Automatic,38348,0,1500,17154.56
Mercedes,E Class,2010,Petrol,Manual,178486,2,1500,13445.24
Mercedes,C Class,2019,Petrol,Automatic,54335,1,4000,37596.71
Bugatti,Chiron,2017,Hybrid,Automatic,79816,0,1500,1846472.77
Bugatti,Chiron,2005,Electric,Manual,5001,1,1000,919766.68
BMW,5 Series,2017,Hybrid,Manual,64160,0,4000,33252.96
BMW,5 Series,2012,Petrol,Automatic,11248,0,1500,28269.9
Audi,A4,2013,Hybrid,Manual,6701,2,1500,22263.29
Mercedes,GLE,2006,Hybrid,Manual,1761,0,4000,13793.12
Tesla,Model 3,2012,Petrol,Manual,85924,1,1500,34822.74
Mercedes,E Class,2015,Petrol,Manual,30967,0,3000,29203.23
Bugatti,Chiron,2018,Electric,Manual,2390,1,3000,1905973.16
BMW,5 Series,2014,Electric,Automatic,3195,1,3000,26079.4
Mercedes,E Class,2020,Electric,Automatic,29961,0,3000,37260.01
Porsche,Cayenne,2007,Electric,Automatic,3707,1,1500,38001.44
BMW,3 Series,2008,Diesel,Automatic,1000,1,2000,19008.66
Mercedes,C Class,2011,Hybrid,Manual,19291,0,4000,22834.67
Tesla,Model Y,2019,Petrol,Manual,20629,3,1500,48496.99
Bugatti,Chiron,2008,Electric,Automatic,19755,3,1000,1290908.59
BMW,5 Series,2006,Hybrid,Manual,49591,3,2000,10789.81
BMW,X5,2017,Electric,Automatic,12460,0,3000,30998.89
Mercedes,C Class,2008,Diesel,Automatic,25312,3,4000,14383.26
Porsche,911,2018,Diesel,Automatic,39294,1,1500,77654.98
Bugatti,Chiron,2006,Hybrid,Manual,44618,3,1500,994688.74
Bugatti,Chiron,2015,Petrol,Manual,27471,1,2000,1643880.04
Tesla,Model Y,2019,Petrol,Automatic,9421,3,4000,50684.3
Audi,A4,2016,Electric,Automatic,147345,2,4000,20025.07
BMW,5 Series,2005,Petrol,Automatic,45665,1,1500,15230.14
Tesla,Model Y,2017,Diesel,Automatic,19732,2,1000,41843.58
Porsche,Cayenne,2009,Diesel,Automatic,25721,2,1000,34812.37
BMW,3 Series,2005,Petrol,Manual,58595,1,1000,19077.22
Porsche,Cayenne,2016,Diesel,Manual,25876,1,4000,61924.08
Porsche,Panamera,2014,Hybrid,Automatic,7708,3,2000,58698.04
BMW,5 Series,2014,Hybrid,Automatic,26557,1,1000,26450.3
Mercedes,GLE,2016,Diesel,Manual,63857,1,1500,26122.8
Mercedes,GLE,2011,Diesel,Manual,14124,2,4000,22262.63
Tesla,Model Y,2006,Hybrid,Automatic,18494,0,2000,33388.07
BMW,5 Series,2022,Petrol,Manual,30221,3,3000,33268.01
Bugatti,Chiron,2006,Petrol,Manual,1165,1,3000,1366727.4
Tesla,Model Y,2019,Diesel,Automatic,5208,0,1000,60054.61
Audi,Q7,2011,Electric,Automatic,3113,3,1500,12542.16
